q_id,q_body,q_types,,,
INEX_LD-20120511,female rock singers,<dbo:MusicalArtist> 7,,,
SemSearch_LS-41,the four of the companions of the prophet,<dbo:Religious> 4,<dbo:MythologicalFigure> 3,,
INEX_XER-117,Musicians appeared in the Blues Brothers movies,<dbo:MusicalArtist> 7,,,
SemSearch_ES-38,jack the ripper,<dbo:Murderer> 7,,,
INEX_LD-20120312,tango culture countries,<dbo:PopulatedPlace> 5,,,
SemSearch_LS-43,books did paul of tarsus write,<dbo:Book> 7,,,
QALD2_tr-53,all presidents of the United States,<dbo:President> 7,,,
INEX_XER-97,Compilers that can compile both C and C++,<dbo:Software> 7,,,
INEX_XER-98,Makers of lawn tennis rackets,<dbo:Company> 7,,,
QALD2_te-33,all Australian nonprofit organizations,<dbo:Non-ProfitOrganisation> 7,,,
QALD2_tr-86,all female German chancellors,<dbo:Person> 4,<dbo:Name> 2,,
SemSearch_ES-95,MADRID,<dbo:City> 7,,,
QALD2_te-15,is the longest river,<dbo:River> 7,,,
QALD2_te-22,is the governor of Texas,<dbo:Governor> 5,<dbo:Election> 2,,
SemSearch_LS-50,wonders of the ancient world,<dbo:Monument> 4,<dbo:WorldHeritageSite> 2,,
SemSearch_ES-68,pierce county washington,<dbo:Town> 3,<dbo:Region> 4,,
SemSearch_ES-26,disney orlando,<dbo:AmusementParkAttraction> 7,,,
QALD2_tr-35,is the owner of Universal Studios,<dbo:Person> 6,,,
INEX_LD-20120331,tango dance styles,<dbo:Genre> 4,,,
SemSearch_LS-4,Axis powers of World War II,<dbo:MilitaryConflict> 3,<dbo:Country> 3,,
TREC_Entity-1,Carriers that Blackberry makes phones for,<dbo:Agent> 4,<dbo:Device> 2,,
QALD2_te-17,all cars that are produced in Germany,<dbo:Automobile> 7,,,
SemSearch_ES-18,canasta cards,<dbo:Game> 6,,,
INEX_XER-126,toy train manufacturers that are still in business,<dbo:Train> 2,<dbo:Company> 4,,
SemSearch_ES-20,carolina,<dbo:Region> 6,,,
INEX_LD-2012375,animals lay eggs mammals,<dbo:Animal> 7,,,
INEX_XER-79,Works by Charles Rennie Mackintosh,<dbo:Work> 2,<dbo:Architect> 1,<dbo:ArchitecturalStructure> 4,
QALD2_te-40,List all boardgames by GMT,<dbo:Game> 6,,,
QALD2_te-44,cities does the Weser flow through,<dbo:City> 7,,,
SemSearch_ES-72,rock 103 memphis,<dbo:MusicalWork> 2,<dbo:RadioStation> 5,,
SemSearch_ES-56,mario bros,<dbo:VideoGame> 7,,,
SemSearch_ES-104,bourbonnais il,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-136,sri lanka government gazette,<dbo:Newspaper> 7,,,
INEX_LD-20120531,music conferences,<dbo:Convention> 7,,,
INEX_XER-132,living nordic classical composers,<dbo:ClassicalMusicArtist> 4,<dbo:MusicGenre> 2,,
TREC_Entity-18,Members of the band Jefferson Airplane,<dbo:MusicalArtist> 7,,,
SemSearch_ES-82,st lucia,<dbo:Saint> 1,<dbo:Country> 4,<dbo:Region> 2,
SemSearch_LS-11,dioceses of the church of ireland,<dbo:Diocese> 7,,,
SemSearch_ES-106,chase masterson,<dbo:Artist> 7,,,
INEX_LD-20120332,tango dance history,<dbo:Genre> 4,,,
INEX_LD-2012377,allegedly caused World War I,<dbo:Event> 6,,,
QALD2_te-5,is the second highest mountain on Earth,<dbo:Mountain> 7,,,
QALD2_te-81,books by Kerouac were published by Viking Press,<dbo:Book> 7,,,
QALD2_tr-30,state of the USA has the highest population density,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-124,motorola bluetooth hs850,<dbo:Device> 7,,,
SemSearch_ES-114,glenn frey,<dbo:Person> 7,,,
SemSearch_ES-15,bradley center,<dbo:Place> 7,,,
SemSearch_ES-61,mr rourke fantasy island,<dbo:FictionalCharacter> 3,<dbo:TelevisionShow> 4,,
SemSearch_ES-141,ventura county court,<dbo:Building> 4,<dbo:GovernmentAgency> 3,,
QALD2_tr-68,actors were born in Germany,<dbo:Actor> 7,,,
QALD2_te-80,all books by William Goldman with more than 300 pages,<dbo:Book> 7,,,
INEX_LD-2012327,Beloved author African American Nobel Prize Literature,<dbo:WrittenWork> 1,<dbo:Writer> 6,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,<dbo:Cleric> 7,,,
QALD2_te-6,all professional skateboarders from Sweden,<dbo:Person> 6,,,
QALD2_te-24,was the father of Queen Elizabeth II,<dbo:BritishRoyalty> 7,,,
INEX_LD-2012385,famous politicians vegetarians,<dbo:Politician> 7,,,
SemSearch_ES-107,concord steel,<dbo:Company> 6,,,
SemSearch_ES-93,08 toyota tundra,<dbo:Automobile> 7,,,
INEX_XER-122,Movies with eight or more Academy Awards,<dbo:Film> 6,<dbo:Award> 1,,
QALD2_te-35,developed Skype,<dbo:Person> 5,<dbo:Website> 1,<dbo:Company> 1,
QALD2_te-99,For label did Elvis record his first album,<dbo:Album> 1,<dbo:RecordLabel> 6,,
QALD2_tr-59,all people with first name Jimmy,<dbo:Person> 7,,,
SemSearch_LS-24,matt berry tv series,<dbo:TelevisionShow> 6,<dbo:TelevisionEpisode> 1,,
SemSearch_ES-97,PINK PANTHER 2,<dbo:Film> 6,<dbo:HollywoodCartoon> 1,,
QALD2_te-87,composed the music for Harold and Maude,<dbo:MusicalWork> 2,<dbo:Person> 5,,
SemSearch_ES-125,nokia e73,<dbo:Device> 7,,,
QALD2_tr-44,designed the Brooklyn Bridge,<dbo:Bridge> 1,<dbo:Architect> 6,,
QALD2_te-45,countries are connected by the Rhine,<dbo:Country> 7,,,
SemSearch_LS-20,kublai khan siblings,<dbo:Royalty> 7,,,
INEX_LD-2010057,Einstein Relativity theory,<dbo:WrittenWork> 6,,,
INEX_LD-2012307, July 1850  president died Millard Fillmore sworn following day,<dbo:Politician> 7,,,
QALD2_tr-58,produced the most films,<dbo:Film> 3,<dbo:Person> 4,,
SemSearch_ES-90,university of phoenix,<dbo:University> 7,,,
INEX_XER-81,Movies about English hooligans,<dbo:Film> 7,,,
QALD2_tr-72,languages are spoken in Estonia,<dbo:Country> 2,<dbo:Language> 5,,
SemSearch_ES-9,american embassy nairobi,<dbo:Ambassador> 1,<dbo:Place> 6,,
INEX_LD-2012351,Indian Cuisine dish rice dhal vegetables roti papad,<dbo:Food> 6,,,
SemSearch_ES-45,keith urban,<dbo:MusicalWork> 1,<dbo:MusicalArtist> 6,,
SemSearch_ES-123,michael zimmerman,<dbo:Writer> 7,,,
SemSearch_ES-118,iowa energy,<dbo:SportsTeamSeason> 1,<dbo:BasketballTeam> 6,,
INEX_XER-86,List of countries in World War Two,<dbo:Country> 7,,,
QALD2_te-1,German cities have more than 250000 inhabitants,<dbo:City> 7,,,
SemSearch_ES-84,the dish danielle fishel,<dbo:TelevisionShow> 6,,,
SemSearch_LS-6,boroughs of New York City,<dbo:City> 4,<dbo:AdministrativeRegion> 3,,
QALD2_tr-25,In films directed by Garry Marshall was Julia Roberts starring,<dbo:Film> 7,,,
SemSearch_ES-23,city of virginia beach,<dbo:Place> 7,,,
INEX_LD-20120112,vietnam war facts,<dbo:MilitaryConflict> 6,<dbo:Film> 1,,
QALD2_tr-3,is the daughter of Bill Clinton married to,<dbo:Person> 6,,,
INEX_XER-100,Operating systems to Steve Jobs related,<dbo:Software> 7,,,
QALD2_tr-31,is the currency of the Czech Republic,<dbo:Currency> 7,,,
INEX_XER-141,Universities in Catalunya,<dbo:University> 7,,,
QALD2_te-13,is the youngest player in the Premier League,<dbo:SoccerPlayer> 7,,,
QALD2_tr-54,was the wife of US president Lincoln,<dbo:Person> 6,,,
SemSearch_LS-44,languages do they speak in afghanistan,<dbo:Language> 7,,,
QALD2_tr-92,is the highest mountain,<dbo:MountainRange> 1,<dbo:Mountain> 6,,
INEX_LD-2012323,Large glaciers island nation Langjokull Hofsjokull Vatnajokull,<dbo:NaturalPlace> 2,<dbo:Island> 5,,
QALD2_te-51,all Frisian islands that belong to the Netherlands,<dbo:Island> 7,,,
TREC_Entity-17,Chefs with a show on the Food Network,<dbo:Chef> 7,,,
QALD2_tr-10,In country does the Nile start,<dbo:Country> 7,,,
QALD2_tr-75,has been the 5th president of the United States of America,<dbo:President> 7,,,
INEX_XER-119,Swiss cantons they speak German,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-57,martin luther king,<dbo:ChristianBishop> 1,<dbo:Politician> 6,,
SemSearch_ES-111,eagle rock ca,<dbo:NaturalPlace> 1,<dbo:Settlement> 6,,
QALD2_te-2,was the successor of John F Kennedy,<dbo:Politician> 7,,,
QALD2_tr-74,capitals in Europe were host cities of the summer olympic games,<dbo:City> 7,,,
INEX_LD-20120111,vietnam war movie,<dbo:Film> 7,,,
SemSearch_ES-80,sonny and cher,<dbo:MusicalArtist> 6,,,
SemSearch_ES-50,laura steele bob and tom,<dbo:Person> 6,<dbo:TelevisionShow> 1,,
TREC_Entity-19,Companies that John Hennessey serves on the board of,<dbo:Company> 7,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with,<dbo:Airline> 5,<dbo:Airport> 2,,
SemSearch_ES-53,lynchburg virginia,<dbo:City> 7,,,
QALD2_te-53,is the ruling party in Lisbon,<dbo:Election> 1,<dbo:PoliticalParty> 6,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,<dbo:SocietalEvent> 1,<dbo:Person> 5,,
INEX_XER-138,National Parks East Coast Canada US,<dbo:ProtectedArea> 5,<dbo:Park> 2,,
SemSearch_ES-128,philadelphia neufchatel cheese,<dbo:Cheese> 7,,,
INEX_LD-2009053,finland car industry manufacturer saab sisu,<dbo:Company> 4,<dbo:Automobile> 3,,
INEX_LD-2010043,List of films from the surrealist category,<dbo:Film> 7,,,
INEX_XER-135,professional baseball team in Japan,<dbo:SportsTeam> 7,,,
SemSearch_LS-49,invented the python programming language,<dbo:Person> 7,,,
INEX_XER-129,Science fiction book written in the 1980,<dbo:Book> 7,,,
QALD2_tr-24,mountain is the highest after the Annapurna,<dbo:Mountain> 7,,,
QALD2_tr-79,airports are located in California USA,<dbo:Airport> 7,,,
SemSearch_ES-24,coastal carolina,<dbo:NaturalPlace> 3,<dbo:University> 4,,
INEX_XER-65,Pacific navigators Australia explorers,<dbo:NaturalPlace> 2,<dbo:Person> 4,,
SemSearch_ES-94,Hugh Downs,<dbo:Person> 7,,,
SemSearch_ES-73,rowan university,<dbo:University> 7,,,
QALD2_tr-63,all actors starring in Batman Begins,<dbo:Film> 1,<dbo:Actor> 6,,
QALD2_tr-13,classis does the Millepede belong to,<dbo:Species> 7,,,
QALD2_tr-64,software has been developed by organizations founded in California,<dbo:Software> 7,,,
INEX_LD-20120411,bicycle sport races,<dbo:CyclingRace> 7,,,
SemSearch_ES-12,austin texas,<dbo:City> 7,,,
QALD2_te-41,founded Intel,<dbo:Person> 7,,,
SemSearch_LS-10,did nicole kidman have any siblings,<dbo:Person> 6,,,
INEX_LD-2012339,Nelson Mandela John Dube,<dbo:TopicalConcept> 3,<dbo:Politician> 4,,
SemSearch_LS-5,books of the Jewish canon,<dbo:Book> 7,,,
INEX_LD-2012305,North Dakota lowest river of another colour,<dbo:River> 7,,,
QALD2_te-25,US state has been admitted latest,<dbo:AdministrativeRegion> 7,,,
SemSearch_ES-14,ben franklin,<dbo:Politician> 7,,,
SemSearch_ES-88,thomas jefferson,<dbo:President> 7,,,
QALD2_tr-81,country has the most official languages,<dbo:Country> 7,,,
INEX_LD-2012365,mathematician computer scientist MIT six inaugural MacVicar Faculty Fellows,<dbo:Scientist> 6,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,<dbo:TelevisionSeason> 2,<dbo:TelevisionEpisode> 4,<dbo:TelevisionShow> 1,
QALD2_tr-52,presidents were born in 1945,<dbo:President> 7,,,
QALD2_tr-84,all movies with Tom Cruise,<dbo:Film> 7,,,
SemSearch_ES-83,st paul saints,<dbo:Saint> 7,,,
SemSearch_LS-30,orders or choirs of angels,<dbo:Work> 6,,,
QALD2_tr-17,all cities in New Jersey with more than 100000 inhabitants,<dbo:City> 7,,,
SemSearch_ES-16,brooklyn bridge,<dbo:Bridge> 7,,,
QALD2_tr-91,organizations were founded in 1950,<dbo:Organisation> 7,,,
QALD2_tr-61,mountains are higher than the Nanga Parbat,<dbo:Mountain> 7,,,
SemSearch_ES-76,san antonio,<dbo:City> 7,,,
INEX_LD-2012311,John Lennon Yoko Ono album Starting Over,<dbo:Album> 7,,,
INEX_XER-114,Formula one races in Europe,<dbo:Event> 6,<dbo:FormulaOneRacer> 1,,
QALD2_te-97,painted The Storm on the Sea of Galilee,<dbo:Artist> 7,,,
QALD2_te-39,all companies in Munich,<dbo:Magazine> 2,<dbo:Company> 5,,
SemSearch_LS-19,kenya captain in cricket,<dbo:Cricketer> 7,,,
INEX_LD-2012321,Asian port state city Sir Stamford Raffles,<dbo:City> 6,<dbo:Person> 1,,
QALD2_te-88,films starring Clint Eastwood did he direct himself,<dbo:Film> 7,,,
SemSearch_ES-37,jack johnson,<dbo:Person> 7,,,
SemSearch_ES-58,mason ohio,<dbo:City> 7,,,
INEX_LD-2009062,social network group selection,<dbo:Website> 3,,,
QALD2_te-75,daughters of British earls died in the same place they were born in,<dbo:Person> 7,,,
SemSearch_ES-98,University of Texas at Austin,<dbo:EducationalInstitution> 7,,,
SemSearch_ES-59,mercy hospital in des moines ia,<dbo:Hospital> 7,,,
INEX_LD-2010069,summer flowers,<dbo:FloweringPlant> 7,,,
QALD2_te-11,is the Formula 1 race driver with the most races,<dbo:RacingDriver> 7,,,
SemSearch_LS-26,movies starring erykah badu,<dbo:Artist> 2,<dbo:Film> 5,,
QALD2_tr-6,did Abraham Lincoln die,<dbo:Place> 7,,,
QALD2_tr-36,Through countries does the Yenisei river flow,<dbo:Country> 7,,,
QALD2_tr-51,all school types,<dbo:EducationalInstitution> 7,,,
SemSearch_LS-46,the British monarch is also head of state,<dbo:Place> 7,,,
INEX_LD-20120212,guitar chord minor,<dbo:MusicalWork> 5,<dbo:Guitarist> 1,,
QALD2_te-29,all actors starring in movies directed by and starring William Shatner,<dbo:Person> 7,,,
INEX_XER-124,Novels that won the Booker Prize,<dbo:Publisher> 1,<dbo:Book> 5,,
INEX_LD-2012329,Sweden Iceland currency,<dbo:Currency> 7,,,
SemSearch_ES-81,south dakota state university,<dbo:University> 7,,,
QALD2_te-34,In military conflicts did Lawrence of Arabia participate,<dbo:MilitaryConflict> 7,,,
INEX_XER-143,Hanseatic league in Germany in the Netherlands Circle,<dbo:Settlement> 6,,,
QALD2_tr-55,developed the video game World of Warcraft,<dbo:Person> 4,<dbo:Company> 2,<dbo:Game> 1,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007,<dbo:Writer> 6,,,
INEX_XER-96,Pure object oriented programing languages,<dbo:Language> 7,,,
INEX_XER-127,german female politicians,<dbo:Politician> 7,,,
SemSearch_LS-2,Arab states of the Persian Gulf,<dbo:Country> 7,,,
TREC_Entity-5,Products of Medimmune, Inc,<dbo:Drug> 5,,
INEX_XER-108,State capitals of the United States of America,<dbo:City> 6,,,
QALD2_tr-71,all video games published by Mean Hamster Software,<dbo:VideoGame> 7,,,
QALD2_tr-77,music albums contain the song Last Christmas,<dbo:Album> 4,<dbo:Song> 3,,
INEX_LD-2012372,famous historical battlefields opponents fought,<dbo:MilitaryConflict> 5,<dbo:HistoricPlace> 2,,
INEX_XER-99,Computer systems that have a recursive acronym for the name,<dbo:InformationAppliance> 4,,,
TREC_Entity-10,Campuses of Indiana University,<dbo:University> 4,<dbo:Building> 3,,
INEX_LD-2012381,movie directors directed a block buster,<dbo:Film> 1,<dbo:Person> 5,,
INEX_LD-2012345,Kennedy assassination governor of Texas seriously injured,<dbo:Governor> 7,,,
SemSearch_LS-40,the first 13 american states,<dbo:City> 3,<dbo:AdministrativeRegion> 4,,
INEX_LD-2012313,John Turturro 1991 Coen Brothers film,<dbo:Film> 6,<dbo:Person> 1,,
INEX_XER-140,Airports in Germany,<dbo:Airport> 7,,,
QALD2_tr-45,telecommunications organizations are located in Belgium,<dbo:Organisation> 7,,,
QALD2_te-8,To countries does the Himalayan mountain system extend,<dbo:Country> 7,,,
INEX_LD-2010014,composer museum,<dbo:MusicalArtist> 1,<dbo:Artwork> 1,<dbo:Museum> 5,
QALD2_te-46,professional surfers were born on the Philippines,<dbo:Athlete> 7,,,
SemSearch_ES-135,spring shoes canada,<dbo:Place> 1,<dbo:Company> 2,<dbo:Fashion> 3,
INEX_LD-2009096,Eiffel,<dbo:Engineer> 2,<dbo:ArchitecturalStructure> 5,,
INEX_LD-2010037,social network API,<dbo:InformationAppliance> 1,<dbo:Software> 3,<dbo:Website> 3,
SemSearch_ES-96,New England Coffee,<dbo:Beverage> 1,<dbo:Restaurant> 3,<dbo:Company> 3,
INEX_LD-20120221,guitar classical flamenco,<dbo:MusicalWork> 1,<dbo:MusicGenre> 5,<dbo:Guitarist> 1,
SemSearch_ES-60,michael douglas,<dbo:Artist> 6,<dbo:Film> 1,,
SemSearch_ES-115,goodwill of michigan,<dbo:Organisation> 7,,,
SemSearch_LS-35,republics of the former Yugoslavia,<dbo:Country> 6,,,
INEX_XER-109,National capitals situated on islands,<dbo:City> 5,<dbo:AdministrativeRegion> 1,,
QALD2_te-90,is the residence of the prime minister of Spain,<dbo:Place> 7,,,
INEX_XER-88,Nordic authors are known for children literature,<dbo:Writer> 7,,,
INEX_LD-2010100,house concrete wood,<dbo:Artwork> 1,<dbo:ArchitecturalStructure> 5,,
INEX_LD-2012349,Alexander Nevsky Cathedral Bulgarian city liberation Turks,<dbo:HistoricBuilding> 4,<dbo:City> 3,,
SemSearch_LS-29,nations Portuguese is an official language,<dbo:Country> 6,<dbo:Language> 1,,
INEX_LD-20120421,bicycle holiday towns,<dbo:City> 3,<dbo:Town> 4,,
INEX_LD-2009061,france second world war normandy,<dbo:MilitaryConflict> 7,,,
INEX_LD-20120431,bicycle benefits health,<dbo:Cyclist> 2,,,
INEX_LD-2009022,Szechwan dish food cuisine,<dbo:Food> 7,,,
QALD2_te-86,is the largest city in Australia,<dbo:City> 7,,,
QALD2_tr-23,television shows were created by Walt Disney,<dbo:TelevisionShow> 7,,,
QALD2_te-91,US State has the abbreviation MN,<dbo:Region> 6,,,
SemSearch_ES-77,savannah tech,<dbo:University> 5,<dbo:Place> 1,,
INEX_LD-2012363,American twins famous  American professional tennis double players,<dbo:TennisPlayer> 7,,,
INEX_LD-20120422,bicycle holiday nature,<dbo:NaturalPlace> 7,,,
QALD2_tr-21,states border Illinois,<dbo:Region> 6,,,
INEX_LD-20120311,tango culture movies,<dbo:Film> 7,,,
,,,,,
,,,,,
QALD2_te-58,is the time zone of Salt Lake City,-----------------------------------------------------,,,
SemSearch_ES-3,Bookwork,-----------------------------------------------------,,,
INEX_LD-20120231,guitar origin Russia,-----------------------------------------------------,,,
SemSearch_LS-37,standard axioms of set theory,-----------------------------------------------------,,,
QALD2_te-82,a list of all American inventions,-----------------------------------------------------,,,
SemSearch_ES-13,banana paper making,-----------------------------------------------------,,,
